Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2015,Performing research and development,,,,,,Construction,Percentage (%),Undefined,Units,,0.008063682414969502
2015,Performing research and development,,,,,,Wholesale and retail trade,Percentage (%),Undefined,Units,,0.01038974465005686
2015,Performing research and development,,,,,,"Transport and storage, incl. postal and courier activities",Percentage (%),Undefined,Units,,0.0023777525069781868
2015,Performing research and development,,,,,,Telecommunications,Percentage (%),Undefined,Units,,0.04155897860022744
2015,Performing research and development,,,,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),Undefined,Units,,0.05923705158689135
2015,Performing research and development,,,,,,Computer programming and information service activities 7,Percentage (%),Undefined,Units,,0.12214411247803163
2015,Performing research and development,,,,,,Software development 7,Percentage (%),Undefined,Units,,
2015,Performing research and development,,,,,,Research and development services,Percentage (%),Undefined,Units,,0.05282745787242841
2015,Performing research and development,,,,,,Public administration,Percentage (%),Undefined,Units,,0.00677142561769875
2015,Performing research and development,England,North West,Government,,,,Percentage (%),Undefined,Units,E12000002,0.007753540783624521
2015,Performing research and development,England,North West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000002,0.03178951721286054
2015,Performing research and development,England,North West,Business,,,,Percentage (%),Undefined,Units,E12000002,0.10932492504910575
2015,Performing research and development,England,North West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000002,5.169027189083015e-05
2015,Performing research and development,England,North West,Total,,,,Percentage (%),Undefined,Units,E12000002,0.14891967331748165
2015,Performing research and development,England,North East,Government,,,,Percentage (%),Undefined,Units,E12000001,0.0024294427788690166
2015,Performing research and development,England,North East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000001,0.012198904166235916
2015,Performing research and development,England,North East,Business,,,,Percentage (%),Undefined,Units,E12000001,0.015817223198594025
2015,Performing research and development,England,North East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000001,0.001809159516179055
2015,Performing research and development,England,North East,Total,,,,Percentage (%),Undefined,Units,E12000001,0.03225472965987801
2015,Performing research and development,England,Yorkshire and the Humber,Government,,,,Percentage (%),Undefined,Units,,0.005685929907991316
2015,Performing research and development,England,Yorkshire and the Humber,"Higher
Education",,,,Percentage (%),Undefined,Units,,0.027085702470795
2015,Performing research and development,England,Yorkshire and the Humber,Business,,,,Percentage (%),Undefined,Units,,0.03969812881215755
2015,Performing research and development,England,Yorkshire and the Humber,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,,0.0002067610875633206
2015,Performing research and development,England,Yorkshire and the Humber,Total,,,,Percentage (%),Undefined,Units,,0.07267652227850718
2015,Performing research and development,England,East Midlands,Government,,,,Percentage (%),Undefined,Units,E12000004,
2015,Performing research and development,England,East Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000004,0.01690271890830146
2015,Performing research and development,England,East Midlands,Business,,,,Percentage (%),Undefined,Units,E12000004,0.07898273544918846
2015,Performing research and development,England,East Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000004,
2015,Performing research and development,England,East Midlands,Total,,,,Percentage (%),Undefined,Units,E12000004,0.09986560529308385
2015,Performing research and development,England,West Midlands,Government,,,,Percentage (%),Undefined,Units,E12000005,
2015,Performing research and development,England,West Midlands,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000005,0.020314276853096246
2015,Performing research and development,England,West Midlands,Business,,,,Percentage (%),Undefined,Units,E12000005,0.11159929701230228
2015,Performing research and development,England,West Midlands,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000005,
2015,Performing research and development,England,West Midlands,Total,,,,Percentage (%),Undefined,Units,E12000005,0.13568696371342914
2015,Performing research and development,England,East of England,Government,,,,Percentage (%),Undefined,Units,E12000006,0.011682001447327613
2015,Performing research and development,England,East of England,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000006,0.03804404011165099
2015,Performing research and development,England,East of England,Business,,,,Percentage (%),Undefined,Units,E12000006,0.21709914194148663
2015,Performing research and development,England,East of England,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000006,0.012405665253799235
2015,Performing research and development,England,East of England,Total,,,,Percentage (%),Undefined,Units,E12000006,0.27923084875426446
2015,Performing research and development,England,London,Government,,,,Percentage (%),Undefined,Units,E12000007,0.022175126641166134
2015,Performing research and development,England,London,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000007,0.09976222474930219
2015,Performing research and development,England,London,Business,,,,Percentage (%),Undefined,Units,E12000007,0.09707433061097902
2015,Performing research and development,England,London,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000007,0.01411144422619663
2015,Performing research and development,England,London,Total,,,,Percentage (%),Undefined,Units,E12000007,0.23312312622764397
2015,Performing research and development,England,South East,Government,,,,Percentage (%),Undefined,Units,E12000008,0.030445570143698957
2015,Performing research and development,England,South East,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000008,0.05654915744856818
2015,Performing research and development,England,South East,Business,,,,Percentage (%),Undefined,Units,E12000008,0.24630414555980562
2015,Performing research and development,England,South East,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000008,0.004548743926393053
2015,Performing research and development,England,South East,Total,,,,Percentage (%),Undefined,Units,E12000008,0.33784761707846583
2015,Performing research and development,England,South West,Government,,,,Percentage (%),Undefined,Units,E12000009,0.01106171818463765
2015,Performing research and development,England,South West,"Higher
Education",,,,Percentage (%),Undefined,Units,E12000009,0.019590613046624628
2015,Performing research and development,England,South West,Business,,,,Percentage (%),Undefined,Units,E12000009,0.07624315103897446
2015,Performing research and development,England,South West,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E12000009,0.0009821151659257727
2015,Performing research and development,England,South West,Total,,,,Percentage (%),Undefined,Units,E12000009,0.10787759743616251
2015,Performing research and development,England,,Government,,,,Percentage (%),Undefined,Units,E92000001,0.09883179985526724
2015,Performing research and development,England,,"Higher
Education",,,,Percentage (%),Undefined,Units,E92000001,0.3222371549674351
2015,Performing research and development,England,,Business,,,,Percentage (%),Undefined,Units,E92000001,0.9922464592163754
2015,Performing research and development,England,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,E92000001,0.03427065026362039
2015,Performing research and development,England,,Total,,,,Percentage (%),Undefined,Units,E92000001,1.4475860643026983
2015,Performing research and development,Wales,,Government,,,,Percentage (%),Undefined,Units,W92000004,0.0006719735345807918
2015,Performing research and development,Wales,,"Higher
Education",,,,Percentage (%),Undefined,Units,W92000004,0.012715806885144218
2015,Performing research and development,Wales,,Business,,,,Percentage (%),Undefined,Units,W92000004,0.019022020055825494
2015,Performing research and development,Wales,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,W92000004,0.0001033805437816603
2015,Performing research and development,Wales,,Total,,,,Percentage (%),Undefined,Units,W92000004,0.0324098004755505
2015,Performing research and development,Scotland,,Government,,,,Percentage (%),Undefined,Units,S92000003,0.008011992143078673
2015,Performing research and development,Scotland,,"Higher
Education",,,,Percentage (%),Undefined,Units,S92000003,0.05427478548537166
2015,Performing research and development,Scotland,,Business,,,,Percentage (%),Undefined,Units,S92000003,0.049260829111961134
2015,Performing research and development,Scotland,,"Private
Non-Profit",,,,Percentage (%),Undefined,Units,S92000003,0.0016540887005065648
2015,Performing research and development,Scotland,,Total,,,,Percentage (%),Undefined,Units,S92000003,0.11320169544091802
2015,Performing research and development,Northern Ireland,,Government,,,,Percentage (%),Undefined,Units,N92000002,0.0006202832626899617
2015,Performing research and development,Northern Ireland,,"Higher
Education",,,,Percentage (%),Undefined,Units,N92000002,0.0072883283366070506
