Year,Country,Region,Ethnicity,Sex,Health Board (Wales),Local Authority County/ Unitary Authority,IMD Deciles (England),IMD Quintiles,BMI,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2014/15,England,East of England,,,,Bedford,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.8630705394191
2014/15,England,East of England,,,,Cambridgeshire,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.1533923303835
2014/15,England,East of England,,,,Central Bedfordshire,,,Overweight,Undefined,Units,Percentage (%),E12000006,13.0078835657975
2014/15,England,East of England,,,,Essex,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.5664602489523
2014/15,England,East of England,,,,Hertfordshire,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.1758026075985
2014/15,England,East of England,,,,Luton,,,Overweight,Undefined,Units,Percentage (%),E12000006,10.8929702343255
2014/15,England,East of England,,,,Norfolk,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.741443578448
2014/15,England,East of England,,,,Peterborough,,,Overweight,Undefined,Units,Percentage (%),E12000006,11.4705882352941
2014/15,England,East of England,,,,Southend-on-Sea,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.7923627684964
2014/15,England,East of England,,,,Suffolk,,,Overweight,Undefined,Units,Percentage (%),E12000006,13.0156657963446
2014/15,England,East of England,,,,Thurrock,,,Overweight,Undefined,Units,Percentage (%),E12000006,12.9162916291629
2014/15,England,East of England,,,,Bedford,,,Obese,Undefined,Units,Percentage (%),E12000006,8.80590133702167
2014/15,England,East of England,,,,Cambridgeshire,,,Obese,Undefined,Units,Percentage (%),E12000006,7.40412979351033
2014/15,England,East of England,,,,Central Bedfordshire,,,Obese,Undefined,Units,Percentage (%),E12000006,7.21649484536082
2014/15,England,East of England,,,,Essex,,,Obese,Undefined,Units,Percentage (%),E12000006,7.95646462750985
2014/15,England,East of England,,,,Hertfordshire,,,Obese,Undefined,Units,Percentage (%),E12000006,7.24099256974625
2014/15,England,East of England,,,,Luton,,,Obese,Undefined,Units,Percentage (%),E12000006,10.1646611779607
2014/15,England,East of England,,,,Norfolk,,,Obese,Undefined,Units,Percentage (%),E12000006,9.60126510787304
2014/15,England,East of England,,,,Peterborough,,,Obese,Undefined,Units,Percentage (%),E12000006,9.77941176470588
2014/15,England,East of England,,,,Southend-on-Sea,,,Obese,Undefined,Units,Percentage (%),E12000006,9.11694510739857
2014/15,England,East of England,,,,Suffolk,,,Obese,Undefined,Units,Percentage (%),E12000006,7.95039164490862
2014/15,England,East of England,,,,Thurrock,,,Obese,Undefined,Units,Percentage (%),E12000006,9.27092709270927
2014/15,England,London,,,,Barking and Dagenham,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.6407852329329
2014/15,England,London,,,,Barnet,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.1704834605598
2014/15,England,London,,,,Bexley,,,Underweight,Undefined,Units,Percentage (%),E12000007,0.455580865603645
2014/15,England,London,,,,Brent,,,Underweight,Undefined,Units,Percentage (%),E12000007,2.93963254593176
2014/15,England,London,,,,Bromley,,,Underweight,Undefined,Units,Percentage (%),E12000007,0.830521671424864
2014/15,England,London,,,,Camden,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.40093395597065
2014/15,England,London,,,,Croydon,,,Underweight,Undefined,Units,Percentage (%),E12000007,0.953826143507479
2014/15,England,London,,,,Ealing,,,Underweight,Undefined,Units,Percentage (%),E12000007,2.20655141037307
2014/15,England,London,,,,Enfield,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.43587247505476
2014/15,England,London,,,,Greenwich,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.08695652173913
2014/15,England,London,,,,Hackney,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.34741442097597
2014/15,England,London,,,,Hammersmith and Fulham,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.51400454201363
2014/15,England,London,,,,Haringey,,,Underweight,Undefined,Units,Percentage (%),E12000007,0.678329168154231
2014/15,England,London,,,,Harrow,,,Underweight,Undefined,Units,Percentage (%),E12000007,2.9886636894538
2014/15,England,London,,,,Havering,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.0051993067591
2014/15,England,London,,,,Hillingdon,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.8631955079122
2014/15,England,London,,,,Hounslow,,,Underweight,Undefined,Units,Percentage (%),E12000007,2.46394230769231
2014/15,England,London,,,,Islington,,,Underweight,Undefined,Units,Percentage (%),E12000007,0.961538461538462
2014/15,England,London,,,,Kensington and Chelsea,,,Underweight,Undefined,Units,Percentage (%),E12000007,0.883838383838384
2014/15,England,London,,,,Kingston upon Thames,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.56739811912226
2014/15,England,London,,,,Lambeth,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.32607956477389
2014/15,England,London,,,,Lewisham,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.07933081489477
2014/15,England,London,,,,Merton,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.79903466432646
2014/15,England,London,,,,Newham,,,Underweight,Undefined,Units,Percentage (%),E12000007,2.03359858532272
2014/15,England,London,,,,Redbridge,,,Underweight,Undefined,Units,Percentage (%),E12000007,2.35897435897436
2014/15,England,London,,,,Richmond upon Thames,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.18993135011442
2014/15,England,London,,,,Southwark,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.36674259681093
2014/15,England,London,,,,Sutton,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.02476515798463
2014/15,England,London,,,,Tower Hamlets,,,Underweight,Undefined,Units,Percentage (%),E12000007,2.13887166769994
2014/15,England,London,,,,Waltham Forest,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.81385667558727
2014/15,England,London,,,,Wandsworth,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.3546370267454
2014/15,England,London,,,,Westminster,,,Underweight,Undefined,Units,Percentage (%),E12000007,1.21753246753247
2014/15,England,London,,,,Barking and Dagenham,,,Overweight,Undefined,Units,Percentage (%),E12000007,13.8001757984178
2014/15,England,London,,,,Barnet,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.2213740458015
2014/15,England,London,,,,Bexley,,,Overweight,Undefined,Units,Percentage (%),E12000007,15.1968760169216
2014/15,England,London,,,,Brent,,,Overweight,Undefined,Units,Percentage (%),E12000007,10.8398950131234
2014/15,England,London,,,,Bromley,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.2501946535167
2014/15,England,London,,,,Camden,,,Overweight,Undefined,Units,Percentage (%),E12000007,10.7404936624416
2014/15,England,London,,,,Croydon,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.4647734662909
2014/15,England,London,,,,Ealing,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.6469517743403
2014/15,England,London,,,,Enfield,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.7524945242151
2014/15,England,London,,,,Greenwich,,,Overweight,Undefined,Units,Percentage (%),E12000007,13.4782608695652
2014/15,England,London,,,,Hackney,,,Overweight,Undefined,Units,Percentage (%),E12000007,14.1296431172615
2014/15,England,London,,,,Hammersmith and Fulham,,,Overweight,Undefined,Units,Percentage (%),E12000007,13.0204390613172
2014/15,England,London,,,,Haringey,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.1028204212781
2014/15,England,London,,,,Harrow,,,Overweight,Undefined,Units,Percentage (%),E12000007,9.99656475437994
2014/15,England,London,,,,Havering,,,Overweight,Undefined,Units,Percentage (%),E12000007,13.2755632582322
2014/15,England,London,,,,Hillingdon,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.4599285349668
2014/15,England,London,,,,Hounslow,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.3882211538462
2014/15,England,London,,,,Islington,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.965811965812
2014/15,England,London,,,,Kensington and Chelsea,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.7525252525253
2014/15,England,London,,,,Kingston upon Thames,,,Overweight,Undefined,Units,Percentage (%),E12000007,9.3521421107628
2014/15,England,London,,,,Lambeth,,,Overweight,Undefined,Units,Percentage (%),E12000007,13.5668140088405
2014/15,England,London,,,,Lewisham,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.5202374527793
2014/15,England,London,,,,Merton,,,Overweight,Undefined,Units,Percentage (%),E12000007,10.8819657744625
2014/15,England,London,,,,Newham,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.7152961980548
2014/15,England,London,,,,Redbridge,,,Overweight,Undefined,Units,Percentage (%),E12000007,10.0
2014/15,England,London,,,,Richmond upon Thames,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.533180778032
2014/15,England,London,,,,Southwark,,,Overweight,Undefined,Units,Percentage (%),E12000007,13.504718516108
2014/15,England,London,,,,Sutton,,,Overweight,Undefined,Units,Percentage (%),E12000007,9.35098206660973
2014/15,England,London,,,,Tower Hamlets,,,Overweight,Undefined,Units,Percentage (%),E12000007,10.7253564786113
2014/15,England,London,,,,Waltham Forest,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.9536128456735
2014/15,England,London,,,,Wandsworth,,,Overweight,Undefined,Units,Percentage (%),E12000007,11.9138589788121
2014/15,England,London,,,,Westminster,,,Overweight,Undefined,Units,Percentage (%),E12000007,12.5
2014/15,England,London,,,,Barking and Dagenham,,,Obese,Undefined,Units,Percentage (%),E12000007,13.419279226487
2014/15,England,London,,,,Barnet,,,Obese,Undefined,Units,Percentage (%),E12000007,8.70229007633588
2014/15,England,London,,,,Bexley,,,Obese,Undefined,Units,Percentage (%),E12000007,10.380735437683
2014/15,England,London,,,,Brent,,,Obese,Undefined,Units,Percentage (%),E12000007,10.5249343832021
2014/15,England,London,,,,Bromley,,,Obese,Undefined,Units,Percentage (%),E12000007,7.68232546067999
2014/15,England,London,,,,Camden,,,Obese,Undefined,Units,Percentage (%),E12000007,9.5396931287525
2014/15,England,London,,,,Croydon,,,Obese,Undefined,Units,Percentage (%),E12000007,9.77671797095166
2014/15,England,London,,,,Ealing,,,Obese,Undefined,Units,Percentage (%),E12000007,9.50864422202002
2014/15,England,London,,,,Enfield,,,Obese,Undefined,Units,Percentage (%),E12000007,10.6108542224385
2014/15,England,London,,,,Greenwich,,,Obese,Undefined,Units,Percentage (%),E12000007,12.6086956521739
2014/15,England,London,,,,Hackney,,,Obese,Undefined,Units,Percentage (%),E12000007,11.6533139111435
2014/15,England,London,,,,Hammersmith and Fulham,,,Obese,Undefined,Units,Percentage (%),E12000007,9.61392884178653
2014/15,England,London,,,,Haringey,,,Obese,Undefined,Units,Percentage (%),E12000007,10.8175651553017
2014/15,England,London,,,,Harrow,,,Obese,Undefined,Units,Percentage (%),E12000007,9.1721058055651
2014/15,England,London,,,,Havering,,,Obese,Undefined,Units,Percentage (%),E12000007,10.4332755632582
2014/15,England,London,,,,Hillingdon,,,Obese,Undefined,Units,Percentage (%),E12000007,9.49464012251149
2014/15,England,London,,,,Hounslow,,,Obese,Undefined,Units,Percentage (%),E12000007,9.85576923076923
2014/15,England,London,,,,Islington,,,Obese,Undefined,Units,Percentage (%),E12000007,10.1495726495726
2014/15,England,London,,,,Kensington and Chelsea,,,Obese,Undefined,Units,Percentage (%),E12000007,8.71212121212121
2014/15,England,London,,,,Kingston upon Thames,,,Obese,Undefined,Units,Percentage (%),E12000007,5.59038662486938
2014/15,England,London,,,,Lambeth,,,Obese,Undefined,Units,Percentage (%),E12000007,10.098605916355
2014/15,England,London,,,,Lewisham,,,Obese,Undefined,Units,Percentage (%),E12000007,11.1980572045332
2014/15,England,London,,,,Merton,,,Obese,Undefined,Units,Percentage (%),E12000007,8.07371654234313
2014/15,England,London,,,,Newham,,,Obese,Undefined,Units,Percentage (%),E12000007,13.6383731211317
2014/15,England,London,,,,Redbridge,,,Obese,Undefined,Units,Percentage (%),E12000007,10.7692307692308
2014/15,England,London,,,,Richmond upon Thames,,,Obese,Undefined,Units,Percentage (%),E12000007,4.21052631578947
2014/15,England,London,,,,Southwark,,,Obese,Undefined,Units,Percentage (%),E12000007,12.9189716889034
2014/15,England,London,,,,Sutton,,,Obese,Undefined,Units,Percentage (%),E12000007,6.02049530315969
2014/15,England,London,,,,Tower Hamlets,,,Obese,Undefined,Units,Percentage (%),E12000007,11.810291382517
2014/15,England,London,,,,Waltham Forest,,,Obese,Undefined,Units,Percentage (%),E12000007,11.3291703835861
2014/15,England,London,,,,Wandsworth,,,Obese,Undefined,Units,Percentage (%),E12000007,7.84994789857589
2014/15,England,London,,,,Westminster,,,Obese,Undefined,Units,Percentage (%),E12000007,10.2272727272727
2014/15,England,South East,,,,Bracknell Forest,,,Underweight,Undefined,Units,Percentage (%),E12000008,1.08035111411209
2014/15,England,South East,,,,Brighton and Hove,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.466200466200466
2014/15,England,South East,,,,Buckinghamshire,,,Underweight,Undefined,Units,Percentage (%),E12000008,1.21326042378674
2014/15,England,South East,,,,East Sussex,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.594059405940594
2014/15,England,South East,,,,Hampshire,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.436472754552274
2014/15,England,South East,,,,Isle of Wight,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.561797752808989
2014/15,England,South East,,,,Kent,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.635605924326917
2014/15,England,South East,,,,Medway,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.66079295154185
2014/15,England,South East,,,,Milton Keynes,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.98587796429523
2014/15,England,South East,,,,Oxfordshire,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.716797403299973
2014/15,England,South East,,,,Portsmouth,,,Underweight,Undefined,Units,Percentage (%),E12000008,1.13835376532399
2014/15,England,South East,,,,Reading,,,Underweight,Undefined,Units,Percentage (%),E12000008,1.2906309751434
2014/15,England,South East,,,,Slough,,,Underweight,Undefined,Units,Percentage (%),E12000008,1.95182724252492
2014/15,England,South East,,,,Southampton,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.821722043586995
2014/15,England,South East,,,,Surrey,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.830327937599597
2014/15,England,South East,,,,West Berkshire,,,Underweight,Undefined,Units,Percentage (%),E12000008,1.01465614430665
2014/15,England,South East,,,,West Sussex,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.659824046920821
2014/15,England,South East,,,,Windsor and Maidenhead,,,Underweight,Undefined,Units,Percentage (%),E12000008,1.13564668769716
2014/15,England,South East,,,,Wokingham,,,Underweight,Undefined,Units,Percentage (%),E12000008,0.850611376927166
2014/15,England,South East,,,,Bracknell Forest,,,Overweight,Undefined,Units,Percentage (%),E12000008,13.1667792032411
2014/15,England,South East,,,,Brighton and Hove,,,Overweight,Undefined,Units,Percentage (%),E12000008,10.2564102564103
2014/15,England,South East,,,,Buckinghamshire,,,Overweight,Undefined,Units,Percentage (%),E12000008,11.3465481886535
2014/15,England,South East,,,,East Sussex,,,Overweight,Undefined,Units,Percentage (%),E12000008,12.0792079207921
2014/15,England,South East,,,,Hampshire,,,Overweight,Undefined,Units,Percentage (%),E12000008,13.1760212780468
2014/15,England,South East,,,,Isle of Wight,,,Overweight,Undefined,Units,Percentage (%),E12000008,14.6869983948636
2014/15,England,South East,,,,Kent,,,Overweight,Undefined,Units,Percentage (%),E12000008,13.3837021046951
2014/15,England,South East,,,,Medway,,,Overweight,Undefined,Units,Percentage (%),E12000008,13.0899937067338
2014/15,England,South East,,,,Milton Keynes,,,Overweight,Undefined,Units,Percentage (%),E12000008,13.0828670397016
2014/15,England,South East,,,,Oxfordshire,,,Overweight,Undefined,Units,Percentage (%),E12000008,11.9962131457939
2014/15,England,South East,,,,Portsmouth,,,Overweight,Undefined,Units,Percentage (%),E12000008,13.0035026269702
2014/15,England,South East,,,,Reading,,,Overweight,Undefined,Units,Percentage (%),E12000008,12.906309751434
2014/15,England,South East,,,,Slough,,,Overweight,Undefined,Units,Percentage (%),E12000008,9.75913621262458
2014/15,England,South East,,,,Southampton,,,Overweight,Undefined,Units,Percentage (%),E12000008,14.1121829224723
